"Year","Sex","AgeGroup","Cancer","Diagnoses"
2018,1,10,"Leukaemia",2
2018,1,11,"Leukaemia",11
2018,1,12,"Leukaemia",17
2018,1,13,"Leukaemia",30
2018,1,14,"Leukaemia",37
2018,1,15,"Leukaemia",80
2018,1,16,"Leukaemia",40
2018,1,17,"Leukaemia",51
2018,1,18,"Leukaemia",34
2018,2,2,"Leukaemia",13
2018,2,5,"Leukaemia",7
2018,2,6,"Leukaemia",9
2018,2,7,"Leukaemia",7
2018,2,9,"Leukaemia",17
2018,2,10,"Leukaemia",21
2018,2,13,"Leukaemia",32
2018,2,14,"Leukaemia",5
2018,2,15,"Leukaemia",9
2018,2,16,"Leukaemia",42
2018,2,17,"Leukaemia",18
2018,2,18,"Leukaemia",43
2019,1,1,"Leukaemia",24
2019,1,7,"Leukaemia",23
2019,1,9,"Leukaemia",14
2019,1,10,"Leukaemia",21
2019,1,11,"Leukaemia",33
2019,1,12,"Leukaemia",19
2019,1,13,"Leukaemia",18
2019,1,14,"Leukaemia",44
2019,1,15,"Leukaemia",46
2019,1,16,"Leukaemia",80
2019,1,17,"Leukaemia",34
2019,1,18,"Leukaemia",51
2019,2,1,"Leukaemia",4
2019,2,2,"Leukaemia",24
2019,2,4,"Leukaemia",8
2019,2,6,"Leukaemia",16
2019,2,7,"Leukaemia",4
2019,2,8,"Leukaemia",17
2019,2,10,"Leukaemia",10
2019,2,12,"Leukaemia",33
2019,2,13,"Leukaemia",8
2019,2,14,"Leukaemia",34
2019,2,15,"Leukaemia",52
2019,2,16,"Leukaemia",41
2019,2,17,"Leukaemia",4
2019,2,18,"Leukaemia",45
2020,1,1,"Leukaemia",32
2020,1,4,"Leukaemia",18
2020,1,5,"Leukaemia",17
2020,1,8,"Leukaemia",6
2020,1,9,"Leukaemia",7
2020,1,11,"Leukaemia",31
2020,1,12,"Leukaemia",34
2020,1,13,"Leukaemia",48
2020,1,14,"Leukaemia",48
2020,1,15,"Leukaemia",65
2020,1,16,"Leukaemia",71
2020,1,17,"Leukaemia",43
2020,1,18,"Leukaemia",62
2020,2,1,"Leukaemia",5
2020,2,2,"Leukaemia",8
2020,2,7,"Leukaemia",4
2020,2,9,"Leukaemia",14
2020,2,10,"Leukaemia",6
2020,2,13,"Leukaemia",28
2020,2,14,"Leukaemia",28
2020,2,15,"Leukaemia",52
2020,2,16,"Leukaemia",33
2020,2,17,"Leukaemia",26
2020,2,18,"Leukaemia",35
2021,1,5,"Leukaemia",23
2021,1,6,"Leukaemia",8
2021,1,7,"Leukaemia",1
2021,1,8,"Leukaemia",12
2021,1,9,"Leukaemia",9
2021,1,10,"Leukaemia",22
2021,1,11,"Leukaemia",8
2021,1,12,"Leukaemia",31
2021,1,13,"Leukaemia",49
2021,1,14,"Leukaemia",44
2021,1,15,"Leukaemia",76
2021,1,16,"Leukaemia",76
2021,1,17,"Leukaemia",73
2021,1,18,"Leukaemia",51
2021,2,2,"Leukaemia",25
2021,2,3,"Leukaemia",12
2021,2,4,"Leukaemia",12
2021,2,5,"Leukaemia",16
2021,2,9,"Leukaemia",21
2021,2,11,"Leukaemia",4
2021,2,12,"Leukaemia",5
2021,2,13,"Leukaemia",25
2021,2,14,"Leukaemia",26
2021,2,15,"Leukaemia",45
2021,2,16,"Leukaemia",50
2021,2,17,"Leukaemia",16
2021,2,18,"Leukaemia",15
2022,1,1,"Leukaemia",8
2022,1,3,"Leukaemia",16
2022,1,4,"Leukaemia",2
2022,1,5,"Leukaemia",17
2022,1,7,"Leukaemia",18
2022,1,9,"Leukaemia",6
2022,1,10,"Leukaemia",9
2022,1,11,"Leukaemia",30
2022,1,12,"Leukaemia",30
2022,1,13,"Leukaemia",34
2022,1,14,"Leukaemia",35
2022,1,15,"Leukaemia",52
2022,1,16,"Leukaemia",80
2022,1,17,"Leukaemia",63
2022,1,18,"Leukaemia",28
2022,2,1,"Leukaemia",7
2022,2,6,"Leukaemia",19
2022,2,7,"Leukaemia",23
2022,2,10,"Leukaemia",8
2022,2,13,"Leukaemia",35
2022,2,14,"Leukaemia",45
2022,2,15,"Leukaemia",36
2022,2,16,"Leukaemia",33
2022,2,17,"Leukaemia",28
2022,2,18,"Leukaemia",41
2005,1,1,"All cancers",25
2005,1,3,"All cancers",15
2005,1,4,"All cancers",26
2005,1,5,"All cancers",46
2005,1,6,"All cancers",52
2005,1,7,"All cancers",75
2005,1,8,"All cancers",142
2005,1,9,"All cancers",208
2005,1,10,"All cancers",275
2005,1,11,"All cancers",507
2005,1,12,"All cancers",857
2005,1,13,"All cancers",1036
2005,1,14,"All cancers",1154
2005,1,15,"All cancers",1087
2005,1,16,"All cancers",1023
2005,1,17,"All cancers",728
2005,1,18,"All cancers",468
2005,2,2,"All cancers",13
2005,2,3,"All cancers",7
2005,2,4,"All cancers",37
2005,2,5,"All cancers",55
2005,2,6,"All cancers",87
2005,2,7,"All cancers",117
2005,2,8,"All cancers",211
2005,2,9,"All cancers",320
2005,2,10,"All cancers",459
2005,2,11,"All cancers",554
2005,2,12,"All cancers",634
2005,2,13,"All cancers",626
2005,2,14,"All cancers",666
2005,2,15,"All cancers",611
2005,2,16,"All cancers",634
2005,2,17,"All cancers",572
2005,2,18,"All cancers",489
2006,1,1,"All cancers",18
2006,1,2,"All cancers",11
2006,1,4,"All cancers",52
2006,1,5,"All cancers",57
2006,1,6,"All cancers",71
2006,1,7,"All cancers",79
2006,1,8,"All cancers",103
2006,1,9,"All cancers",168
2006,1,10,"All cancers",327
2006,1,11,"All cancers",511
2006,1,12,"All cancers",973
2006,1,13,"All cancers",1092
2006,1,14,"All cancers",1242
2006,1,15,"All cancers",1166
2006,1,16,"All cancers",1052
2006,1,17,"All cancers",798
2006,1,18,"All cancers",518
2006,2,1,"All cancers",39
2006,2,4,"All cancers",19
2006,2,5,"All cancers",48
2006,2,6,"All cancers",71
2006,2,7,"All cancers",128
2006,2,8,"All cancers",186
2006,2,9,"All cancers",303
2006,2,10,"All cancers",473
2006,2,11,"All cancers",531
2006,2,12,"All cancers",692
2006,2,13,"All cancers",679
2006,2,14,"All cancers",704
2006,2,15,"All cancers",598
2006,2,16,"All cancers",636
2006,2,17,"All cancers",594
2006,2,18,"All cancers",520
2007,1,1,"All cancers",19
2007,1,2,"All cancers",15
2007,1,3,"All cancers",6
2007,1,4,"All cancers",32
2007,1,5,"All cancers",35
2007,1,6,"All cancers",39
2007,1,7,"All cancers",77
2007,1,8,"All cancers",122
2007,1,9,"All cancers",192
2007,1,10,"All cancers",373
2007,1,11,"All cancers",566
2007,1,12,"All cancers",969
2007,1,13,"All cancers",1230
2007,1,14,"All cancers",1389
2007,1,15,"All cancers",1189
2007,1,16,"All cancers",1056
2007,1,17,"All cancers",800
2007,1,18,"All cancers",583
2007,2,1,"All cancers",3
2007,2,2,"All cancers",14
2007,2,3,"All cancers",35
2007,2,4,"All cancers",12
2007,2,5,"All cancers",38
2007,2,6,"All cancers",91
2007,2,7,"All cancers",128
2007,2,8,"All cancers",184
2007,2,9,"All cancers",351
2007,2,10,"All cancers",431
2007,2,11,"All cancers",579
2007,2,12,"All cancers",707
2007,2,13,"All cancers",730
2007,2,14,"All cancers",706
2007,2,15,"All cancers",621
2007,2,16,"All cancers",602
2007,2,17,"All cancers",583
2007,2,18,"All cancers",537
2008,1,1,"All cancers",13
2008,1,3,"All cancers",11
2008,1,4,"All cancers",16
2008,1,5,"All cancers",48
2008,1,6,"All cancers",91
2008,1,7,"All cancers",82
2008,1,8,"All cancers",147
2008,1,9,"All cancers",194
2008,1,10,"All cancers",345
2008,1,11,"All cancers",564
2008,1,12,"All cancers",961
2008,1,13,"All cancers",1300
2008,1,14,"All cancers",1411
2008,1,15,"All cancers",1243
2008,1,16,"All cancers",1097
2008,1,17,"All cancers",872
2008,1,18,"All cancers",586
2008,2,1,"All cancers",10
2008,2,2,"All cancers",20
2008,2,3,"All cancers",5
2008,2,4,"All cancers",16
2008,2,5,"All cancers",53
2008,2,6,"All cancers",96
2008,2,7,"All cancers",126
2008,2,8,"All cancers",220
2008,2,9,"All cancers",365
2008,2,10,"All cancers",460
2008,2,11,"All cancers",621
2008,2,12,"All cancers",729
2008,2,13,"All cancers",782
2008,2,14,"All cancers",773
2008,2,15,"All cancers",642
2008,2,16,"All cancers",622
2008,2,17,"All cancers",583
2008,2,18,"All cancers",620
2009,1,1,"All cancers",24
2009,1,2,"All cancers",1
2009,1,3,"All cancers",9
2009,1,4,"All cancers",48
2009,1,5,"All cancers",38
2009,1,6,"All cancers",54
2009,1,7,"All cancers",77
2009,1,8,"All cancers",149
2009,1,9,"All cancers",202
2009,1,10,"All cancers",381
2009,1,11,"All cancers",609
2009,1,12,"All cancers",952
2009,1,13,"All cancers",1373
2009,1,14,"All cancers",1457
2009,1,15,"All cancers",1260
2009,1,16,"All cancers",1052
2009,1,17,"All cancers",815
2009,1,18,"All cancers",626
2009,2,1,"All cancers",18
2009,2,3,"All cancers",17
2009,2,4,"All cancers",48
2009,2,5,"All cancers",37
2009,2,6,"All cancers",89
2009,2,7,"All cancers",146
2009,2,8,"All cancers",239
2009,2,9,"All cancers",349
2009,2,10,"All cancers",470
2009,2,11,"All cancers",606
2009,2,12,"All cancers",699
2009,2,13,"All cancers",843
2009,2,14,"All cancers",779
2009,2,15,"All cancers",732
2009,2,16,"All cancers",682
2009,2,17,"All cancers",622
2009,2,18,"All cancers",610
2010,1,1,"All cancers",30
2010,1,2,"All cancers",21
2010,1,3,"All cancers",4
2010,1,4,"All cancers",25
2010,1,5,"All cancers",51
2010,1,6,"All cancers",73
2010,1,7,"All cancers",87
2010,1,8,"All cancers",137
2010,1,9,"All cancers",179
2010,1,10,"All cancers",355
2010,1,11,"All cancers",597
2010,1,12,"All cancers",922
2010,1,13,"All cancers",1393
2010,1,14,"All cancers",1488
2010,1,15,"All cancers",1341
2010,1,16,"All cancers",1055
2010,1,17,"All cancers",822
2010,1,18,"All cancers",675
2010,2,1,"All cancers",13
2010,2,2,"All cancers",16
2010,2,3,"All cancers",33
2010,2,4,"All cancers",35
2010,2,5,"All cancers",45
2010,2,6,"All cancers",125
2010,2,7,"All cancers",149
2010,2,8,"All cancers",224
2010,2,9,"All cancers",333
2010,2,10,"All cancers",531
2010,2,11,"All cancers",627
2010,2,12,"All cancers",685
2010,2,13,"All cancers",868
2010,2,14,"All cancers",831
2010,2,15,"All cancers",753
2010,2,16,"All cancers",633
2010,2,17,"All cancers",624
2010,2,18,"All cancers",651
2011,1,1,"All cancers",15
2011,1,2,"All cancers",20
2011,1,3,"All cancers",1
2011,1,4,"All cancers",48
2011,1,5,"All cancers",32
2011,1,6,"All cancers",87
2011,1,7,"All cancers",108
2011,1,8,"All cancers",142
2011,1,9,"All cancers",235
2011,1,10,"All cancers",361
2011,1,11,"All cancers",571
2011,1,12,"All cancers",1040
2011,1,13,"All cancers",1374
2011,1,14,"All cancers",1528
2011,1,15,"All cancers",1370
2011,1,16,"All cancers",1142
2011,1,17,"All cancers",902
2011,1,18,"All cancers",695
2011,2,1,"All cancers",4
2011,2,2,"All cancers",26
2011,2,3,"All cancers",25
2011,2,4,"All cancers",26
2011,2,5,"All cancers",66
2011,2,6,"All cancers",90
2011,2,7,"All cancers",134
2011,2,8,"All cancers",224
2011,2,9,"All cancers",317
2011,2,10,"All cancers",498
2011,2,11,"All cancers",620
2011,2,12,"All cancers",691
2011,2,13,"All cancers",873
2011,2,14,"All cancers",812
2011,2,15,"All cancers",762
2011,2,16,"All cancers",668
2011,2,17,"All cancers",650
2011,2,18,"All cancers",722
2012,1,1,"All cancers",11
2012,1,2,"All cancers",10
2012,1,3,"All cancers",22
2012,1,4,"All cancers",30
2012,1,5,"All cancers",75
2012,1,6,"All cancers",101
2012,1,7,"All cancers",106
2012,1,8,"All cancers",128
2012,1,9,"All cancers",221
2012,1,10,"All cancers",384
2012,1,11,"All cancers",622
2012,1,12,"All cancers",986
2012,1,13,"All cancers",1371
2012,1,14,"All cancers",1715
2012,1,15,"All cancers",1412
2012,1,16,"All cancers",1215
2012,1,17,"All cancers",885
2012,1,18,"All cancers",718
2012,2,1,"All cancers",34
2012,2,2,"All cancers",22
2012,2,4,"All cancers",35
2012,2,5,"All cancers",70
2012,2,6,"All cancers",91
2012,2,7,"All cancers",178
2012,2,8,"All cancers",214
2012,2,9,"All cancers",346
2012,2,10,"All cancers",531
2012,2,11,"All cancers",692
2012,2,12,"All cancers",692
2012,2,13,"All cancers",904
2012,2,14,"All cancers",973
2012,2,15,"All cancers",831
2012,2,16,"All cancers",714
2012,2,17,"All cancers",614
2012,2,18,"All cancers",760
2013,1,1,"All cancers",25
2013,1,2,"All cancers",35
2013,1,3,"All cancers",26
2013,1,4,"All cancers",38
2013,1,5,"All cancers",37
2013,1,6,"All cancers",87
2013,1,7,"All cancers",92
2013,1,8,"All cancers",159
2013,1,9,"All cancers",243
2013,1,10,"All cancers",366
2013,1,11,"All cancers",659
2013,1,12,"All cancers",964
2013,1,13,"All cancers",1387
2013,1,14,"All cancers",1738
2013,1,15,"All cancers",1484
2013,1,16,"All cancers",1213
2013,1,17,"All cancers",879
2013,1,18,"All cancers",739
2013,2,1,"All cancers",39
2013,2,2,"All cancers",18
2013,2,3,"All cancers",4
2013,2,4,"All cancers",12
2013,2,5,"All cancers",52
2013,2,6,"All cancers",119
2013,2,7,"All cancers",187
2013,2,8,"All cancers",225
2013,2,9,"All cancers",420
2013,2,10,"All cancers",538
2013,2,11,"All cancers",747
2013,2,12,"All cancers",767
2013,2,13,"All cancers",829
2013,2,14,"All cancers",1035
2013,2,15,"All cancers",840
2013,2,16,"All cancers",747
2013,2,17,"All cancers",646
2013,2,18,"All cancers",759
2014,1,1,"All cancers",36
2014,1,2,"All cancers",9
2014,1,3,"All cancers",11
2014,1,4,"All cancers",22
2014,1,5,"All cancers",64
2014,1,6,"All cancers",60
2014,1,7,"All cancers",119
2014,1,8,"All cancers",166
2014,1,9,"All cancers",253
2014,1,10,"All cancers",324
2014,1,11,"All cancers",636
2014,1,12,"All cancers",978
2014,1,13,"All cancers",1428
2014,1,14,"All cancers",1804
2014,1,15,"All cancers",1530
2014,1,16,"All cancers",1256
2014,1,17,"All cancers",904
2014,1,18,"All cancers",835
2014,2,1,"All cancers",36
2014,2,2,"All cancers",21
2014,2,3,"All cancers",23
2014,2,4,"All cancers",20
2014,2,5,"All cancers",47
2014,2,6,"All cancers",100
2014,2,7,"All cancers",155
2014,2,8,"All cancers",228
2014,2,9,"All cancers",384
2014,2,10,"All cancers",539
2014,2,11,"All cancers",695
2014,2,12,"All cancers",743
2014,2,13,"All cancers",955
2014,2,14,"All cancers",1087
2014,2,15,"All cancers",930
2014,2,16,"All cancers",775
2014,2,17,"All cancers",670
2014,2,18,"All cancers",772
2015,1,1,"All cancers",6
2015,1,2,"All cancers",35
2015,1,3,"All cancers",25
2015,1,4,"All cancers",32
2015,1,5,"All cancers",55
2015,1,6,"All cancers",87
2015,1,7,"All cancers",99
2015,1,8,"All cancers",161
2015,1,9,"All cancers",213
2015,1,10,"All cancers",376
2015,1,11,"All cancers",626
2015,1,12,"All cancers",1002
2015,1,13,"All cancers",1345
2015,1,14,"All cancers",1847
2015,1,15,"All cancers",1557
2015,1,16,"All cancers",1317
2015,1,17,"All cancers",910
2015,1,18,"All cancers",810
2015,2,1,"All cancers",42
2015,2,2,"All cancers",2
2015,2,3,"All cancers",4
2015,2,4,"All cancers",29
2015,2,5,"All cancers",33
2015,2,6,"All cancers",101
2015,2,7,"All cancers",173
2015,2,8,"All cancers",189
2015,2,9,"All cancers",411
2015,2,10,"All cancers",528
2015,2,11,"All cancers",709
2015,2,12,"All cancers",783
2015,2,13,"All cancers",984
2015,2,14,"All cancers",1118
2015,2,15,"All cancers",972
2015,2,16,"All cancers",797
2015,2,17,"All cancers",617
2015,2,18,"All cancers",818
2016,1,1,"All cancers",6
2016,1,3,"All cancers",23
2016,1,4,"All cancers",51
2016,1,5,"All cancers",34
2016,1,6,"All cancers",104
2016,1,7,"All cancers",133
2016,1,8,"All cancers",145
2016,1,9,"All cancers",263
2016,1,10,"All cancers",381
2016,1,11,"All cancers",590
2016,1,12,"All cancers",1056
2016,1,13,"All cancers",1376
2016,1,14,"All cancers",1824
2016,1,15,"All cancers",1727
2016,1,16,"All cancers",1433
2016,1,17,"All cancers",962
2016,1,18,"All cancers",836
2016,2,1,"All cancers",4
2016,2,2,"All cancers",28
2016,2,3,"All cancers",25
2016,2,4,"All cancers",18
2016,2,5,"All cancers",68
2016,2,6,"All cancers",95
2016,2,7,"All cancers",170
2016,2,8,"All cancers",252
2016,2,9,"All cancers",391
2016,2,10,"All cancers",574
2016,2,11,"All cancers",693
2016,2,12,"All cancers",817
2016,2,13,"All cancers",958
2016,2,14,"All cancers",1173
2016,2,15,"All cancers",1061
2016,2,16,"All cancers",866
2016,2,17,"All cancers",691
2016,2,18,"All cancers",839
2017,1,1,"All cancers",6
2017,1,2,"All cancers",11
2017,1,3,"All cancers",37
2017,1,4,"All cancers",12
2017,1,5,"All cancers",30
2017,1,6,"All cancers",76
2017,1,7,"All cancers",140
2017,1,8,"All cancers",169
2017,1,9,"All cancers",246
2017,1,10,"All cancers",357
2017,1,11,"All cancers",643
2017,1,12,"All cancers",1048
2017,1,13,"All cancers",1389
2017,1,14,"All cancers",1942
2017,1,15,"All cancers",1913
2017,1,16,"All cancers",1383
2017,1,17,"All cancers",1011
2017,1,18,"All cancers",920
2017,2,1,"All cancers",47
2017,2,2,"All cancers",25
2017,2,3,"All cancers",24
2017,2,4,"All cancers",38
2017,2,5,"All cancers",53
2017,2,6,"All cancers",103
2017,2,7,"All cancers",207
2017,2,8,"All cancers",251
2017,2,9,"All cancers",362
2017,2,10,"All cancers",561
2017,2,11,"All cancers",700
2017,2,12,"All cancers",885
2017,2,13,"All cancers",961
2017,2,14,"All cancers",1125
2017,2,15,"All cancers",1169
2017,2,16,"All cancers",841
2017,2,17,"All cancers",685
2017,2,18,"All cancers",876
2018,1,1,"All cancers",39
2018,1,2,"All cancers",20
2018,1,3,"All cancers",31
2018,1,4,"All cancers",41
2018,1,5,"All cancers",56
2018,1,6,"All cancers",67
2018,1,7,"All cancers",133
2018,1,8,"All cancers",144
2018,1,9,"All cancers",209
2018,1,10,"All cancers",390
2018,1,11,"All cancers",637
2018,1,12,"All cancers",1064
2018,1,13,"All cancers",1502
2018,1,14,"All cancers",1969
2018,1,15,"All cancers",2076
2018,1,16,"All cancers",1517
2018,1,17,"All cancers",1086
2018,1,18,"All cancers",846
2018,2,1,"All cancers",37
2018,2,2,"All cancers",2
2018,2,4,"All cancers",30
2018,2,5,"All cancers",55
2018,2,6,"All cancers",87
2018,2,7,"All cancers",180
2018,2,8,"All cancers",282
2018,2,9,"All cancers",379
2018,2,10,"All cancers",600
2018,2,11,"All cancers",689
2018,2,12,"All cancers",923
2018,2,13,"All cancers",1045
2018,2,14,"All cancers",1196
2018,2,15,"All cancers",1141
2018,2,16,"All cancers",950
2018,2,17,"All cancers",771
2018,2,18,"All cancers",917
2019,1,1,"All cancers",24
2019,1,2,"All cancers",14
2019,1,4,"All cancers",21
2019,1,5,"All cancers",63
2019,1,6,"All cancers",78
2019,1,7,"All cancers",133
2019,1,8,"All cancers",156
2019,1,9,"All cancers",217
2019,1,10,"All cancers",404
2019,1,11,"All cancers",692
2019,1,12,"All cancers",1078
2019,1,13,"All cancers",1517
2019,1,14,"All cancers",1972
2019,1,15,"All cancers",2099
2019,1,16,"All cancers",1632
2019,1,17,"All cancers",1058
2019,1,18,"All cancers",1008
2019,2,1,"All cancers",18
2019,2,3,"All cancers",15
2019,2,4,"All cancers",46
2019,2,5,"All cancers",67
2019,2,6,"All cancers",124
2019,2,7,"All cancers",212
2019,2,8,"All cancers",284
2019,2,9,"All cancers",377
2019,2,10,"All cancers",608
2019,2,11,"All cancers",734
2019,2,12,"All cancers",928
2019,2,13,"All cancers",1089
2019,2,14,"All cancers",1195
2019,2,15,"All cancers",1270
2019,2,16,"All cancers",1013
2019,2,17,"All cancers",765
2019,2,18,"All cancers",874
2020,1,1,"All cancers",22
2020,1,2,"All cancers",5
2020,1,3,"All cancers",3
2020,1,4,"All cancers",45
2020,1,5,"All cancers",53
2020,1,6,"All cancers",98
2020,1,7,"All cancers",115
2020,1,8,"All cancers",167
2020,1,9,"All cancers",215
2020,1,10,"All cancers",383
2020,1,11,"All cancers",627
2020,1,12,"All cancers",1068
2020,1,13,"All cancers",1519
2020,1,14,"All cancers",1927
2020,1,15,"All cancers",2152
2020,1,16,"All cancers",1697
2020,1,17,"All cancers",1171
2020,1,18,"All cancers",980
2020,2,1,"All cancers",37
2020,2,2,"All cancers",3
2020,2,3,"All cancers",28
2020,2,4,"All cancers",38
2020,2,5,"All cancers",63
2020,2,6,"All cancers",107
2020,2,7,"All cancers",176
2020,2,8,"All cancers",265
2020,2,9,"All cancers",411
2020,2,10,"All cancers",630
2020,2,11,"All cancers",749
2020,2,12,"All cancers",907
2020,2,13,"All cancers",1109
2020,2,14,"All cancers",1188
2020,2,15,"All cancers",1357
2020,2,16,"All cancers",995
2020,2,17,"All cancers",815
2020,2,18,"All cancers",927
2021,1,1,"All cancers",40
2021,1,2,"All cancers",2
2021,1,3,"All cancers",24
2021,1,4,"All cancers",36
2021,1,5,"All cancers",53
2021,1,6,"All cancers",86
2021,1,7,"All cancers",132
2021,1,8,"All cancers",152
2021,1,9,"All cancers",218
2021,1,10,"All cancers",395
2021,1,11,"All cancers",700
2021,1,12,"All cancers",1045
2021,1,13,"All cancers",1524
2021,1,14,"All cancers",1911
2021,1,15,"All cancers",2188
2021,1,16,"All cancers",1858
2021,1,17,"All cancers",1193
2021,1,18,"All cancers",1075
2021,2,1,"All cancers",33
2021,2,2,"All cancers",4
2021,2,3,"All cancers",8
2021,2,4,"All cancers",9
2021,2,5,"All cancers",43
2021,2,6,"All cancers",83
2021,2,7,"All cancers",175
2021,2,8,"All cancers",290
2021,2,9,"All cancers",395
2021,2,10,"All cancers",579
2021,2,11,"All cancers",740
2021,2,12,"All cancers",917
2021,2,13,"All cancers",1094
2021,2,14,"All cancers",1213
2021,2,15,"All cancers",1383
2021,2,16,"All cancers",1029
2021,2,17,"All cancers",863
2021,2,18,"All cancers",891
2022,1,1,"All cancers",49
2022,1,2,"All cancers",20
2022,1,3,"All cancers",38
2022,1,4,"All cancers",14
2022,1,5,"All cancers",17
2022,1,6,"All cancers",57
2022,1,7,"All cancers",113
2022,1,8,"All cancers",184
2022,1,9,"All cancers",232
2022,1,10,"All cancers",379
2022,1,11,"All cancers",682
2022,1,12,"All cancers",1154
2022,1,13,"All cancers",1748
2022,1,14,"All cancers",2180
2022,1,15,"All cancers",2496
2022,1,16,"All cancers",2177
2022,1,17,"All cancers",1266
2022,1,18,"All cancers",1033
2022,2,1,"All cancers",34
2022,2,2,"All cancers",6
2022,2,3,"All cancers",16
2022,2,4,"All cancers",46
2022,2,5,"All cancers",35
2022,2,6,"All cancers",95
2022,2,7,"All cancers",182
2022,2,8,"All cancers",262
2022,2,9,"All cancers",420
2022,2,10,"All cancers",600
2022,2,11,"All cancers",752
2022,2,12,"All cancers",822
2022,2,13,"All cancers",1097
2022,2,14,"All cancers",1215
2022,2,15,"All cancers",1237
2022,2,16,"All cancers",1154
2022,2,17,"All cancers",832
2022,2,18,"All cancers",956
