"year","sex","ragegrp","count","Cancer.Type"
1983,"Female",12,59,"Melanoma"
2000,"Female",7,230,"Melanoma"
1996,"Male",16,198,"Melanoma"
1983,"Female",13,59,"Melanoma"
2008,"Female",6,306,"Melanoma"
1988,"Male",9,119,"Melanoma"
1996,"Male",17,185,"Melanoma"
1983,"Female",14,62,"Melanoma"
2008,"Female",8,318,"Melanoma"
2020,"Female",10,429,"Melanoma"
1996,"Male",18,205,"Melanoma"
1983,"Female",15,74,"Melanoma"
1996,"Female",5,199,"Melanoma"
1996,"Female",6,188,"Melanoma"
1992,"Male",17,161,"Melanoma"
1983,"Female",16,66,"Melanoma"
2008,"Female",11,311,"Melanoma"
1996,"Female",8,203,"Melanoma"
1988,"Male",13,114,"Melanoma"
1996,"Female",9,191,"Melanoma"
1983,"Female",18,56,"Melanoma"
1984,"Male",5,72,"Melanoma"
1984,"Male",6,82,"Melanoma"
2000,"Female",13,226,"Melanoma"
1984,"Male",7,84,"Melanoma"
2020,"Female",14,440,"Melanoma"
1996,"Female",11,198,"Melanoma"
1984,"Male",8,81,"Melanoma"
2008,"Female",14,313,"Melanoma"
1996,"Female",12,202,"Melanoma"
1984,"Male",9,71,"Melanoma"
2000,"Female",15,243,"Melanoma"
2008,"Female",15,316,"Melanoma"
1984,"Male",10,76,"Melanoma"
1988,"Male",17,122,"Melanoma"
2000,"Female",16,226,"Melanoma"
2008,"Female",16,309,"Melanoma"
1984,"Male",11,75,"Melanoma"
1988,"Male",18,113,"Melanoma"
1988,"Female",3,113,"Melanoma"
2008,"Female",17,307,"Melanoma"
1984,"Male",12,74,"Melanoma"
2016,"Female",16,400,"Melanoma"
1988,"Female",7,107,"Melanoma"
2008,"Female",18,314,"Melanoma"
1984,"Male",13,74,"Melanoma"
1988,"Female",8,114,"Melanoma"
2009,"Male",7,332,"Melanoma"
2001,"Male",6,235,"Melanoma"
1984,"Male",14,78,"Melanoma"
2009,"Male",8,320,"Melanoma"
2013,"Male",8,355,"Melanoma"
1996,"Female",18,187,"Melanoma"
1984,"Male",15,74,"Melanoma"
1997,"Male",5,197,"Melanoma"
2013,"Male",9,356,"Melanoma"
1997,"Male",6,201,"Melanoma"
1984,"Male",16,66,"Melanoma"
1997,"Male",7,204,"Melanoma"
2013,"Male",10,374,"Melanoma"
2021,"Male",11,446,"Melanoma"
1984,"Male",17,68,"Melanoma"
2009,"Male",11,315,"Melanoma"
2013,"Male",11,368,"Melanoma"
1984,"Male",18,69,"Melanoma"
1997,"Male",9,201,"Melanoma"
1984,"Female",6,75,"Melanoma"
1984,"Female",7,82,"Melanoma"
2021,"Male",13,440,"Melanoma"
1984,"Female",8,68,"Melanoma"
2009,"Male",13,323,"Melanoma"
2013,"Male",13,361,"Melanoma"
2021,"Male",14,450,"Melanoma"
1984,"Female",10,77,"Melanoma"
2009,"Male",14,321,"Melanoma"
2013,"Male",14,373,"Melanoma"
1984,"Female",11,82,"Melanoma"
1997,"Male",12,202,"Melanoma"
2009,"Male",15,332,"Melanoma"
1984,"Female",12,71,"Melanoma"
2021,"Male",16,444,"Melanoma"
1997,"Male",13,208,"Melanoma"
2009,"Male",16,333,"Melanoma"
1984,"Female",13,77,"Melanoma"
2021,"Male",17,437,"Melanoma"
1997,"Male",14,202,"Melanoma"
2009,"Male",17,335,"Melanoma"
1984,"Female",14,79,"Melanoma"
2021,"Male",18,449,"Melanoma"
1997,"Male",15,199,"Melanoma"
2009,"Male",18,331,"Melanoma"
1984,"Female",15,70,"Melanoma"
2009,"Female",6,329,"Melanoma"
1997,"Male",16,198,"Melanoma"
1984,"Female",16,82,"Melanoma"
2009,"Female",7,316,"Melanoma"
2021,"Female",8,435,"Melanoma"
1997,"Male",17,215,"Melanoma"
1984,"Female",17,83,"Melanoma"
2009,"Female",9,323,"Melanoma"
1993,"Male",16,158,"Melanoma"
1997,"Male",18,208,"Melanoma"
1984,"Female",18,75,"Melanoma"
1985,"Male",4,80,"Melanoma"
1985,"Male",6,94,"Melanoma"
1985,"Male",7,77,"Melanoma"
1997,"Female",8,197,"Melanoma"
2021,"Female",11,441,"Melanoma"
1985,"Male",8,94,"Melanoma"
1997,"Female",9,202,"Melanoma"
1993,"Female",7,162,"Melanoma"
1985,"Male",9,79,"Melanoma"
1997,"Female",10,209,"Melanoma"
2009,"Female",13,331,"Melanoma"
2001,"Female",12,235,"Melanoma"
1985,"Male",10,77,"Melanoma"
2001,"Female",13,250,"Melanoma"
2009,"Female",14,316,"Melanoma"
1997,"Female",12,213,"Melanoma"
1985,"Male",11,91,"Melanoma"
2001,"Female",14,243,"Melanoma"
2009,"Female",15,319,"Melanoma"
1997,"Female",13,214,"Melanoma"
1985,"Male",12,89,"Melanoma"
1989,"Male",18,134,"Melanoma"
2009,"Female",16,324,"Melanoma"
1997,"Female",14,195,"Melanoma"
1985,"Male",13,93,"Melanoma"
1989,"Female",8,126,"Melanoma"
2009,"Female",17,330,"Melanoma"
1997,"Female",15,201,"Melanoma"
1985,"Male",14,82,"Melanoma"
2001,"Female",17,253,"Melanoma"
2009,"Female",18,323,"Melanoma"
1997,"Female",16,208,"Melanoma"
1985,"Male",15,90,"Melanoma"
2022,"Male",3,445,"Melanoma"
2010,"Male",6,334,"Melanoma"
1997,"Female",17,211,"Melanoma"
1985,"Male",16,78,"Melanoma"
2002,"Male",7,249,"Melanoma"
1989,"Female",13,125,"Melanoma"
1997,"Female",18,206,"Melanoma"
1985,"Male",17,83,"Melanoma"
1998,"Male",7,224,"Melanoma"
2022,"Male",9,446,"Melanoma"
1985,"Male",18,77,"Melanoma"
1985,"Female",6,85,"Melanoma"
2014,"Male",9,376,"Melanoma"
1985,"Female",7,77,"Melanoma"
2010,"Male",10,327,"Melanoma"
1985,"Female",8,95,"Melanoma"
1989,"Female",16,123,"Melanoma"
2022,"Male",11,459,"Melanoma"
1998,"Male",10,220,"Melanoma"
1985,"Female",9,84,"Melanoma"
1989,"Female",17,119,"Melanoma"
2022,"Male",12,450,"Melanoma"
1985,"Female",10,82,"Melanoma"
1998,"Male",11,205,"Melanoma"
1989,"Female",18,116,"Melanoma"
2022,"Male",13,458,"Melanoma"
1985,"Female",11,93,"Melanoma"
1990,"Male",7,126,"Melanoma"
2014,"Male",13,380,"Melanoma"
1985,"Female",12,85,"Melanoma"
1998,"Male",13,209,"Melanoma"
2010,"Male",14,333,"Melanoma"
1985,"Female",13,92,"Melanoma"
2022,"Male",15,448,"Melanoma"
1998,"Male",14,224,"Melanoma"
2010,"Male",15,328,"Melanoma"
1985,"Female",14,86,"Melanoma"
2022,"Male",16,445,"Melanoma"
1998,"Male",15,223,"Melanoma"
1985,"Female",15,86,"Melanoma"
2014,"Male",16,377,"Melanoma"
2022,"Male",17,464,"Melanoma"
1998,"Male",16,212,"Melanoma"
1985,"Female",16,94,"Melanoma"
2014,"Male",17,377,"Melanoma"
2022,"Male",18,456,"Melanoma"
1998,"Male",17,209,"Melanoma"
1985,"Female",17,86,"Melanoma"
2022,"Female",7,462,"Melanoma"
1998,"Male",18,220,"Melanoma"
1985,"Female",18,76,"Melanoma"
2022,"Female",8,458,"Melanoma"
1986,"Male",4,87,"Melanoma"
1986,"Male",5,86,"Melanoma"
1990,"Male",14,139,"Melanoma"
1986,"Male",6,90,"Melanoma"
2018,"Female",8,411,"Melanoma"
1986,"Male",7,103,"Melanoma"
1990,"Male",15,126,"Melanoma"
1986,"Male",8,101,"Melanoma"
2014,"Female",10,367,"Melanoma"
1998,"Female",10,213,"Melanoma"
1986,"Male",9,88,"Melanoma"
2014,"Female",11,367,"Melanoma"
1986,"Male",10,102,"Melanoma"
2022,"Female",12,460,"Melanoma"
2010,"Female",12,336,"Melanoma"
1998,"Female",12,217,"Melanoma"
1986,"Male",11,85,"Melanoma"
2022,"Female",13,457,"Melanoma"
2010,"Female",13,342,"Melanoma"
1998,"Female",13,214,"Melanoma"
1986,"Male",12,101,"Melanoma"
2022,"Female",14,457,"Melanoma"
2010,"Female",14,342,"Melanoma"
1998,"Female",14,219,"Melanoma"
1986,"Male",13,94,"Melanoma"
2022,"Female",15,449,"Melanoma"
2010,"Female",15,345,"Melanoma"
1998,"Female",15,206,"Melanoma"
1986,"Male",14,100,"Melanoma"
2022,"Female",16,449,"Melanoma"
2010,"Female",16,333,"Melanoma"
1998,"Female",16,223,"Melanoma"
1986,"Male",15,105,"Melanoma"
2022,"Female",17,448,"Melanoma"
2010,"Female",17,329,"Melanoma"
1998,"Female",17,213,"Melanoma"
1986,"Male",16,94,"Melanoma"
2022,"Female",18,451,"Melanoma"
2010,"Female",18,328,"Melanoma"
1986,"Male",17,99,"Melanoma"
1999,"Male",5,227,"Melanoma"
1999,"Male",6,232,"Melanoma"
2015,"Male",5,382,"Melanoma"
1986,"Male",18,102,"Melanoma"
1986,"Female",5,85,"Melanoma"
1986,"Female",6,92,"Melanoma"
1999,"Male",8,226,"Melanoma"
1986,"Female",7,105,"Melanoma"
1990,"Female",15,139,"Melanoma"
1986,"Female",8,87,"Melanoma"
2011,"Male",9,354,"Melanoma"
2007,"Male",10,310,"Melanoma"
1990,"Female",16,143,"Melanoma"
2003,"Male",11,262,"Melanoma"
1986,"Female",10,100,"Melanoma"
2011,"Male",10,349,"Melanoma"
1999,"Male",11,235,"Melanoma"
1986,"Female",11,105,"Melanoma"
2011,"Male",11,350,"Melanoma"
2012,"Female",7,364,"Melanoma"
1990,"Female",18,138,"Melanoma"
1986,"Female",12,105,"Melanoma"
2011,"Male",12,341,"Melanoma"
2007,"Male",13,295,"Melanoma"
1991,"Male",6,152,"Melanoma"
1986,"Female",13,100,"Melanoma"
2011,"Male",13,339,"Melanoma"
2007,"Male",14,311,"Melanoma"
1986,"Female",14,99,"Melanoma"
1999,"Male",14,220,"Melanoma"
2011,"Male",14,344,"Melanoma"
1986,"Female",15,96,"Melanoma"
1999,"Male",15,226,"Melanoma"
2015,"Male",14,385,"Melanoma"
2011,"Male",15,351,"Melanoma"
1986,"Female",16,101,"Melanoma"
1999,"Male",16,226,"Melanoma"
2015,"Male",15,392,"Melanoma"
2011,"Male",16,341,"Melanoma"
1986,"Female",17,95,"Melanoma"
1999,"Male",17,225,"Melanoma"
2003,"Male",18,273,"Melanoma"
1986,"Female",18,86,"Melanoma"
1987,"Male",4,108,"Melanoma"
1987,"Male",5,101,"Melanoma"
1987,"Male",6,100,"Melanoma"
1999,"Female",7,225,"Melanoma"
2011,"Female",6,346,"Melanoma"
1987,"Male",7,107,"Melanoma"
2003,"Female",9,275,"Melanoma"
2011,"Female",8,338,"Melanoma"
2003,"Female",10,267,"Melanoma"
1991,"Male",14,154,"Melanoma"
1999,"Female",10,222,"Melanoma"
2011,"Female",9,353,"Melanoma"
1987,"Male",9,104,"Melanoma"
1991,"Male",15,140,"Melanoma"
2015,"Female",9,380,"Melanoma"
1987,"Male",10,95,"Melanoma"
2011,"Female",10,344,"Melanoma"
1999,"Female",12,216,"Melanoma"
2011,"Female",11,343,"Melanoma"
2019,"Female",10,434,"Melanoma"
2005,"Male",9,284,"Melanoma"
1999,"Female",13,218,"Melanoma"
1995,"Female",8,182,"Melanoma"
1987,"Male",12,111,"Melanoma"
1991,"Male",18,150,"Melanoma"
1999,"Female",14,233,"Melanoma"
2011,"Female",13,347,"Melanoma"
1991,"Female",6,137,"Melanoma"
1991,"Female",7,146,"Melanoma"
1999,"Female",15,223,"Melanoma"
2011,"Female",14,348,"Melanoma"
1992,"Female",17,145,"Melanoma"
1991,"Female",9,142,"Melanoma"
1999,"Female",16,230,"Melanoma"
2007,"Female",14,296,"Melanoma"
1987,"Male",15,109,"Melanoma"
2003,"Female",17,260,"Melanoma"
1999,"Female",17,223,"Melanoma"
2011,"Female",16,349,"Melanoma"
2019,"Female",15,426,"Melanoma"
2003,"Female",18,264,"Melanoma"
1999,"Female",18,231,"Melanoma"
2007,"Female",16,315,"Melanoma"
2000,"Male",5,229,"Melanoma"
1988,"Female",16,108,"Melanoma"
2000,"Male",6,238,"Melanoma"
2007,"Female",17,296,"Melanoma"
2004,"Male",8,273,"Melanoma"
1988,"Female",17,115,"Melanoma"
1987,"Female",5,103,"Melanoma"
1987,"Female",6,107,"Melanoma"
2004,"Male",9,273,"Melanoma"
1987,"Female",8,107,"Melanoma"
1991,"Female",15,142,"Melanoma"
2000,"Male",9,234,"Melanoma"
1987,"Female",9,96,"Melanoma"
2012,"Male",9,353,"Melanoma"
1991,"Female",16,151,"Melanoma"
2000,"Male",10,225,"Melanoma"
1987,"Female",10,114,"Melanoma"
2012,"Male",10,350,"Melanoma"
2020,"Male",10,442,"Melanoma"
2000,"Male",11,238,"Melanoma"
1987,"Female",11,102,"Melanoma"
2012,"Male",11,364,"Melanoma"
2008,"Male",10,321,"Melanoma"
1992,"Male",5,160,"Melanoma"
2004,"Male",13,284,"Melanoma"
2012,"Male",12,351,"Melanoma"
1989,"Male",11,132,"Melanoma"
1992,"Male",7,149,"Melanoma"
2004,"Male",14,281,"Melanoma"
2012,"Male",13,354,"Melanoma"
1989,"Male",12,134,"Melanoma"
1987,"Female",14,109,"Melanoma"
1992,"Male",9,154,"Melanoma"
2012,"Male",14,345,"Melanoma"
2008,"Male",13,308,"Melanoma"
1987,"Female",15,98,"Melanoma"
1992,"Male",10,145,"Melanoma"
2012,"Male",15,360,"Melanoma"
2008,"Male",14,315,"Melanoma"
2000,"Male",16,237,"Melanoma"
1992,"Male",11,153,"Melanoma"
1987,"Female",17,104,"Melanoma"
2012,"Male",16,347,"Melanoma"
2016,"Male",15,396,"Melanoma"
1992,"Male",12,158,"Melanoma"
1987,"Female",18,114,"Melanoma"
2020,"Male",17,425,"Melanoma"
2004,"Female",5,281,"Melanoma"
1988,"Male",6,109,"Melanoma"
2000,"Female",6,236,"Melanoma"
1988,"Male",7,113,"Melanoma"
2016,"Male",17,385,"Melanoma"
1988,"Male",8,110,"Melanoma"
2000,"Female",8,232,"Melanoma"
1989,"Female",4,133,"Melanoma"
2016,"Male",18,398,"Melanoma"
2012,"Female",8,364,"Melanoma"
2000,"Female",9,234,"Melanoma"
1988,"Male",10,112,"Melanoma"
2016,"Female",7,386,"Melanoma"
2012,"Female",9,360,"Melanoma"
1988,"Male",11,114,"Melanoma"
1996,"Female",3,200,"Melanoma"
2012,"Female",10,365,"Melanoma"
2020,"Female",11,445,"Melanoma"
1988,"Male",12,115,"Melanoma"
1996,"Female",7,194,"Melanoma"
2012,"Female",11,353,"Melanoma"
1992,"Male",18,150,"Melanoma"
2000,"Female",12,241,"Melanoma"
2012,"Female",12,365,"Melanoma"
2008,"Female",12,311,"Melanoma"
1988,"Male",14,111,"Melanoma"
1996,"Female",10,192,"Melanoma"
2012,"Female",13,365,"Melanoma"
2008,"Female",13,309,"Melanoma"
1988,"Male",15,123,"Melanoma"
2000,"Female",14,235,"Melanoma"
2012,"Female",14,354,"Melanoma"
1994,"Male",6,170,"Melanoma"
1988,"Male",16,113,"Melanoma"
1992,"Female",9,164,"Melanoma"
2012,"Female",15,346,"Melanoma"
1992,"Female",10,162,"Melanoma"
2004,"Female",17,285,"Melanoma"
2016,"Female",14,385,"Melanoma"
2012,"Female",16,352,"Melanoma"
2006,"Male",13,304,"Melanoma"
2004,"Female",18,285,"Melanoma"
1992,"Female",12,149,"Melanoma"
1988,"Female",5,107,"Melanoma"
1988,"Female",6,117,"Melanoma"
1996,"Female",15,190,"Melanoma"
1992,"Female",13,152,"Melanoma"
2001,"Male",4,240,"Melanoma"
2012,"Female",18,357,"Melanoma"
2016,"Female",17,400,"Melanoma"
1992,"Female",14,159,"Melanoma"
2002,"Male",15,248,"Melanoma"
1988,"Female",9,120,"Melanoma"
2001,"Male",7,244,"Melanoma"
1992,"Female",15,150,"Melanoma"
1988,"Female",10,117,"Melanoma"
1990,"Male",10,133,"Melanoma"
2001,"Male",8,255,"Melanoma"
1992,"Female",16,151,"Melanoma"
2005,"Male",11,288,"Melanoma"
2017,"Male",8,410,"Melanoma"
1988,"Female",12,124,"Melanoma"
2018,"Male",16,415,"Melanoma"
2005,"Male",12,285,"Melanoma"
1988,"Female",13,115,"Melanoma"
2001,"Male",10,255,"Melanoma"
1992,"Female",18,147,"Melanoma"
2005,"Male",13,279,"Melanoma"
1988,"Female",14,113,"Melanoma"
2001,"Male",11,252,"Melanoma"
2013,"Male",12,370,"Melanoma"
1988,"Female",15,119,"Melanoma"
1993,"Male",8,157,"Melanoma"
2001,"Male",12,251,"Melanoma"
2005,"Male",15,277,"Melanoma"
2014,"Female",9,385,"Melanoma"
2017,"Male",12,406,"Melanoma"
2001,"Male",13,247,"Melanoma"
2005,"Male",16,281,"Melanoma"
1994,"Female",7,170,"Melanoma"
2017,"Male",13,400,"Melanoma"
2001,"Male",14,236,"Melanoma"
2013,"Male",15,371,"Melanoma"
1988,"Female",18,117,"Melanoma"
1989,"Male",4,132,"Melanoma"
1989,"Male",6,115,"Melanoma"
2013,"Male",16,370,"Melanoma"
1993,"Male",12,163,"Melanoma"
1989,"Male",7,117,"Melanoma"
2001,"Male",16,253,"Melanoma"
1989,"Male",8,118,"Melanoma"
1993,"Male",13,167,"Melanoma"
2017,"Male",16,414,"Melanoma"
1989,"Male",9,127,"Melanoma"
2013,"Male",18,360,"Melanoma"
1993,"Male",14,168,"Melanoma"
2017,"Male",17,403,"Melanoma"
1989,"Male",10,129,"Melanoma"
2001,"Female",5,245,"Melanoma"
2001,"Female",6,243,"Melanoma"
2002,"Female",17,263,"Melanoma"
2009,"Female",8,326,"Melanoma"
2001,"Female",8,241,"Melanoma"
2021,"Female",9,453,"Melanoma"
2002,"Female",18,262,"Melanoma"
2017,"Female",8,412,"Melanoma"
1993,"Male",17,157,"Melanoma"
2005,"Female",12,295,"Melanoma"
1989,"Male",13,134,"Melanoma"
2009,"Female",11,333,"Melanoma"
1993,"Male",18,169,"Melanoma"
2005,"Female",13,276,"Melanoma"
1989,"Male",14,121,"Melanoma"
2009,"Female",12,318,"Melanoma"
2013,"Female",11,361,"Melanoma"
2005,"Female",14,279,"Melanoma"
1989,"Male",15,123,"Melanoma"
2011,"Male",8,353,"Melanoma"
1993,"Female",9,164,"Melanoma"
2005,"Female",15,291,"Melanoma"
1989,"Male",16,122,"Melanoma"
1993,"Female",10,172,"Melanoma"
2019,"Male",9,430,"Melanoma"
2005,"Female",16,283,"Melanoma"
1989,"Male",17,132,"Melanoma"
2013,"Female",14,375,"Melanoma"
1990,"Female",17,126,"Melanoma"
1993,"Female",12,167,"Melanoma"
2020,"Female",7,445,"Melanoma"
1989,"Female",6,127,"Melanoma"
1989,"Female",7,133,"Melanoma"
2005,"Female",18,294,"Melanoma"
2013,"Female",16,361,"Melanoma"
1989,"Female",9,135,"Melanoma"
1993,"Female",14,165,"Melanoma"
2021,"Female",17,453,"Melanoma"
2013,"Female",17,362,"Melanoma"
1989,"Female",11,134,"Melanoma"
1993,"Female",15,163,"Melanoma"
2001,"Female",18,242,"Melanoma"
2002,"Male",5,258,"Melanoma"
1989,"Female",12,126,"Melanoma"
2014,"Male",5,377,"Melanoma"
2010,"Male",7,325,"Melanoma"
2006,"Male",9,299,"Melanoma"
2002,"Male",8,250,"Melanoma"
1993,"Female",17,158,"Melanoma"
2022,"Male",8,457,"Melanoma"
1989,"Female",14,119,"Melanoma"
1993,"Female",18,170,"Melanoma"
2010,"Male",9,333,"Melanoma"
1994,"Male",4,178,"Melanoma"
1989,"Female",15,117,"Melanoma"
2007,"Male",18,301,"Melanoma"
1994,"Male",7,178,"Melanoma"
2018,"Male",9,422,"Melanoma"
2002,"Male",11,260,"Melanoma"
2006,"Male",12,305,"Melanoma"
2010,"Male",11,339,"Melanoma"
2018,"Male",10,420,"Melanoma"
2002,"Male",12,261,"Melanoma"
1995,"Male",17,194,"Melanoma"
2015,"Female",7,389,"Melanoma"
2018,"Male",11,413,"Melanoma"
1990,"Male",6,126,"Melanoma"
2002,"Male",13,252,"Melanoma"
1998,"Male",12,211,"Melanoma"
2018,"Male",12,415,"Melanoma"
2002,"Male",14,247,"Melanoma"
1990,"Male",8,127,"Melanoma"
1991,"Male",16,149,"Melanoma"
2014,"Male",14,369,"Melanoma"
2001,"Male",5,237,"Melanoma"
1990,"Male",9,126,"Melanoma"
1991,"Male",17,145,"Melanoma"
2014,"Male",15,380,"Melanoma"
2002,"Male",16,248,"Melanoma"
2019,"Female",11,435,"Melanoma"
2010,"Male",16,325,"Melanoma"
2018,"Male",15,411,"Melanoma"
2002,"Male",17,257,"Melanoma"
1990,"Male",11,139,"Melanoma"
2006,"Female",6,298,"Melanoma"
1991,"Female",8,151,"Melanoma"
2002,"Male",18,257,"Melanoma"
1990,"Male",12,131,"Melanoma"
2002,"Female",6,259,"Melanoma"
2002,"Female",7,245,"Melanoma"
1994,"Male",16,171,"Melanoma"
1990,"Male",13,130,"Melanoma"
2014,"Female",6,367,"Melanoma"
2002,"Female",9,265,"Melanoma"
1994,"Male",17,170,"Melanoma"
2010,"Female",8,330,"Melanoma"
2002,"Female",10,259,"Melanoma"
1998,"Female",8,205,"Melanoma"
2011,"Female",17,343,"Melanoma"
1998,"Female",9,212,"Melanoma"
1994,"Female",5,185,"Melanoma"
1994,"Female",6,172,"Melanoma"
2011,"Female",18,337,"Melanoma"
1990,"Male",16,137,"Melanoma"
1994,"Female",8,168,"Melanoma"
2006,"Female",12,292,"Melanoma"
1998,"Female",11,206,"Melanoma"
1990,"Male",17,130,"Melanoma"
2014,"Female",12,381,"Melanoma"
2006,"Female",13,291,"Melanoma"
2018,"Female",12,423,"Melanoma"
1990,"Male",18,127,"Melanoma"
1990,"Female",3,132,"Melanoma"
1990,"Female",6,139,"Melanoma"
1994,"Female",11,175,"Melanoma"
2002,"Female",15,256,"Melanoma"
1990,"Female",8,131,"Melanoma"
2014,"Female",14,367,"Melanoma"
1994,"Female",12,173,"Melanoma"
2002,"Female",16,255,"Melanoma"
1990,"Female",9,140,"Melanoma"
2014,"Female",15,372,"Melanoma"
1990,"Female",10,143,"Melanoma"
1992,"Male",6,161,"Melanoma"
2014,"Female",16,376,"Melanoma"
1990,"Female",11,140,"Melanoma"
1994,"Female",14,179,"Melanoma"
1992,"Male",8,163,"Melanoma"
2014,"Female",17,376,"Melanoma"
1990,"Female",12,131,"Melanoma"
2003,"Male",6,265,"Melanoma"
2003,"Male",7,275,"Melanoma"
2014,"Female",18,367,"Melanoma"
1990,"Female",13,130,"Melanoma"
2003,"Male",8,264,"Melanoma"
2018,"Female",18,417,"Melanoma"
2015,"Male",6,385,"Melanoma"
1990,"Female",14,130,"Melanoma"
2003,"Male",9,270,"Melanoma"
2015,"Male",7,376,"Melanoma"
2017,"Female",11,401,"Melanoma"
2020,"Male",16,443,"Melanoma"
2003,"Male",10,268,"Melanoma"
1999,"Male",9,225,"Melanoma"
2012,"Male",17,363,"Melanoma"
2013,"Female",13,363,"Melanoma"
1999,"Male",10,227,"Melanoma"
1995,"Male",7,176,"Melanoma"
2004,"Female",7,268,"Melanoma"
2020,"Female",5,430,"Melanoma"
2003,"Male",12,265,"Melanoma"
2021,"Female",15,440,"Melanoma"
2004,"Female",9,274,"Melanoma"
2019,"Male",11,419,"Melanoma"
1991,"Male",4,137,"Melanoma"
1991,"Male",5,154,"Melanoma"
2020,"Female",9,438,"Melanoma"
2006,"Male",6,304,"Melanoma"
2003,"Male",14,263,"Melanoma"
1991,"Male",7,141,"Melanoma"
2000,"Female",10,243,"Melanoma"
2015,"Male",13,381,"Melanoma"
2010,"Male",1,325,"Melanoma"
2003,"Male",15,273,"Melanoma"
2007,"Male",15,298,"Melanoma"
1991,"Male",9,150,"Melanoma"
2020,"Female",12,445,"Melanoma"
2004,"Female",13,282,"Melanoma"
2007,"Male",16,309,"Melanoma"
1991,"Male",10,141,"Melanoma"
1992,"Female",6,156,"Melanoma"
2004,"Female",14,283,"Melanoma"
2007,"Male",17,298,"Melanoma"
1991,"Male",11,151,"Melanoma"
2015,"Male",16,379,"Melanoma"
2003,"Female",6,259,"Melanoma"
1994,"Male",5,184,"Melanoma"
1991,"Male",12,151,"Melanoma"
1999,"Male",18,226,"Melanoma"
2003,"Female",8,275,"Melanoma"
2011,"Male",18,354,"Melanoma"
1991,"Male",13,146,"Melanoma"
1999,"Female",8,221,"Melanoma"
2015,"Female",6,391,"Melanoma"
1992,"Female",11,154,"Melanoma"
2014,"Male",11,376,"Melanoma"
2015,"Female",8,386,"Melanoma"
2016,"Female",15,391,"Melanoma"
2003,"Female",11,267,"Melanoma"
2005,"Male",7,276,"Melanoma"
1995,"Female",5,185,"Melanoma"
2007,"Female",9,308,"Melanoma"
2019,"Female",9,420,"Melanoma"
2022,"Male",14,462,"Melanoma"
2007,"Female",10,314,"Melanoma"
2018,"Male",13,411,"Melanoma"
2013,"Male",6,375,"Melanoma"
2013,"Male",7,374,"Melanoma"
2015,"Female",11,385,"Melanoma"
2007,"Female",11,303,"Melanoma"
2017,"Male",6,404,"Melanoma"
1991,"Female",3,150,"Melanoma"
2019,"Female",12,415,"Melanoma"
2009,"Male",9,334,"Melanoma"
1994,"Male",14,172,"Melanoma"
2015,"Female",13,375,"Melanoma"
2010,"Male",17,325,"Melanoma"
2009,"Male",10,331,"Melanoma"
1994,"Male",15,175,"Melanoma"
2015,"Female",14,384,"Melanoma"
1997,"Male",8,213,"Melanoma"
1991,"Female",10,146,"Melanoma"
2014,"Male",18,368,"Melanoma"
2015,"Female",15,383,"Melanoma"
1991,"Female",11,154,"Melanoma"
1993,"Male",7,172,"Melanoma"
2005,"Male",14,277,"Melanoma"
1991,"Female",12,136,"Melanoma"
2004,"Male",5,266,"Melanoma"
2017,"Male",11,410,"Melanoma"
1993,"Male",9,173,"Melanoma"
1991,"Female",13,155,"Melanoma"
2015,"Female",17,384,"Melanoma"
2010,"Female",10,342,"Melanoma"
1993,"Male",10,172,"Melanoma"
1991,"Female",14,155,"Melanoma"
2016,"Male",4,388,"Melanoma"
2020,"Male",7,438,"Melanoma"
2016,"Male",6,397,"Melanoma"
2012,"Male",8,362,"Melanoma"
2016,"Male",7,405,"Melanoma"
2004,"Male",10,277,"Melanoma"
2001,"Male",15,236,"Melanoma"
2017,"Male",15,404,"Melanoma"
2016,"Male",8,403,"Melanoma"
2004,"Male",11,274,"Melanoma"
1996,"Male",6,186,"Melanoma"
2005,"Female",7,276,"Melanoma"
2016,"Male",9,395,"Melanoma"
2004,"Male",12,284,"Melanoma"
2009,"Female",5,329,"Melanoma"
2005,"Female",9,276,"Melanoma"
2020,"Male",11,426,"Melanoma"
2000,"Male",12,233,"Melanoma"
1993,"Male",15,163,"Melanoma"
2017,"Male",18,406,"Melanoma"
2001,"Female",7,253,"Melanoma"
2000,"Male",13,226,"Melanoma"
2016,"Male",11,393,"Melanoma"
2005,"Female",11,295,"Melanoma"
2016,"Male",12,400,"Melanoma"
2000,"Male",14,238,"Melanoma"
2004,"Male",15,273,"Melanoma"
2017,"Female",9,411,"Melanoma"
2016,"Male",13,389,"Melanoma"
2000,"Male",15,234,"Melanoma"
2004,"Male",16,267,"Melanoma"
2017,"Female",10,415,"Melanoma"
2016,"Male",14,404,"Melanoma"
1999,"Male",7,218,"Melanoma"
2004,"Male",17,280,"Melanoma"
2011,"Male",7,346,"Melanoma"
2014,"Male",10,383,"Melanoma"
2013,"Female",12,356,"Melanoma"
1996,"Male",14,186,"Melanoma"
2017,"Female",12,398,"Melanoma"
2021,"Female",13,443,"Melanoma"
1992,"Male",13,163,"Melanoma"
1996,"Male",15,197,"Melanoma"
1993,"Female",11,175,"Melanoma"
2017,"Female",13,397,"Melanoma"
1992,"Male",14,165,"Melanoma"
2015,"Male",10,391,"Melanoma"
2017,"Female",14,403,"Melanoma"
2013,"Female",15,363,"Melanoma"
1992,"Male",15,148,"Melanoma"
